Name	cz	groupcz	logstellarmass	RA	DEC	Tel	F21	e_F21	rms	limflag	confused	F21corr	eF21corr-rand	eF21corr-sys	deconf-mode	groupid-s	groupmass-s	groupid-b	groupmass-b	dens-s	dens-corr-s	dens-b	dens-corr-b	dist-s	f_dist-s	dist-b	f_dist-b
rs1000	6367.3	6088.02	10.03	199.40579	4.4855599999999995	GBT	0.23	0.0	1.36	1	0	0.0	0.0	0.0	0	11579	12.78	21736	12.85	11.87	11.87	12.38	12.38	0.0	0	0.0	0
rs1002	6008.0	6088.02	9.07	199.46374	4.36339	ALFALFA	2.56	0.13	2.53	0	1	1.16	0.23	0.42	3	11579	12.78	21736	12.85	11.87	11.87	12.38	12.4	0.0	0	0.0	0
rs1358	7129.5	7124.53	9.83	199.47118999999998	0.7184699999999999	ALFALFA	0.4	0.0	2.9	1	0	0.0	0.0	0.0	0	14853	11.5	25131	11.35	11.41	11.41	11.29	11.29	10.1	1	10.67	1
rs1003	5817.7	6088.02	8.79	199.4851	4.52196	ALFALFA	1.34	0.06	2.21	0	0	0.0	0.0	0.0	0	0	0.0	21736	12.85	0.0	0.0	12.38	12.38	0.0	0	0.0	0
rs1004	6097.9	6087.74	9.89	199.4896	3.80239	GBT	0.49	0.06	1.05	0	0	0.0	0.0	0.0	0	13725	11.58	23994	11.46	12.17	12.17	12.38	12.38	1.62	0	1.61	0
rs1005	6156.3	6088.02	10.71	199.49438999999998	4.40364	ALFALFA	8.75	0.11	2.18	0	1	8.74	0.11	3.14	1	11579	12.78	21736	12.85	11.87	11.87	12.38	12.38	0.0	0	0.0	0
rs1007	6088.8	6088.02	10.51	199.56772	4.4643	ALFALFA	0.34	0.0	2.55	1	0	0.0	0.0	0.0	0	11579	12.78	21736	12.85	11.87	11.87	12.38	12.38	0.0	0	0.0	0
rs1009	6212.9	6211.36	8.29	199.60501000000002	3.9767900000000003	ALFALFA	1.08	0.09	3.02	0	0	0.0	0.0	0.0	0	0	0.0	20106	11.12	0.0	0.0	11.75	11.75	0.0	0	1.23	0
rs1010	6017.1	6088.02	10.53	199.64393	4.48639	ALFALFA	0.6	0.08	2.49	0	0	0.0	0.0	0.0	0	11579	12.78	21736	12.85	11.87	11.87	12.38	12.38	0.0	0	0.0	0
rs1012	7047.8	7043.12	10.03	199.68939	1.38631	ALFALFA	0.51	0.0	3.02	1	0	0.0	0.0	0.0	0	13637	11.61	23898	11.48	11.2	11.2	11.21	11.21	8.59	1	9.2	1
rs1013	7163.6	7163.57	8.87	199.75347	0.76305	ALFALFA	0.63	0.09	3.0	0	0	0.0	0.0	0.0	0	0	0.0	26474	10.83	0.0	0.0	0.0	0.0	0.0	0	10.48	1
rs1014	6000.4	5979.65	8.77	199.81795	3.9259199999999996	ALFALFA	1.49	0.08	2.19	0	0	0.0	0.0	0.0	0	0	0.0	23320	11.2	0.0	0.0	12.46	12.46	0.0	0	1.47	0
rs1015	7053.1	7026.9	8.45	199.86711	1.8294	ALFALFA	0.56	0.08	3.47	0	0	0.0	0.0	0.0	0	0	0.0	26475	11.02	0.0	0.0	10.73	10.73	0.0	0	8.46	1
rs1016	5829.0	5833.95	9.97	199.90346	3.0326	ALFALFA	1.5	0.1	2.58	0	0	0.0	0.0	0.0	0	11589	11.63	21746	11.56	11.35	11.35	11.3	11.3	2.85	0	2.99	0
rs1018	7013.4	7024.72	8.71	199.9287	0.7430899999999999	ALFALFA	1.04	0.1	3.2	0	0	0.0	0.0	0.0	0	0	0.0	23870	11.19	0.0	0.0	11.35	11.35	0.0	0	9.46	1
rs1020	5847.6	5833.95	8.33	200.0234	3.07191	ALFALFA	0.88	0.07	2.6	0	0	0.0	0.0	0.0	0	0	0.0	21746	11.56	0.0	0.0	11.3	11.3	0.0	0	2.99	0
rs1022	6240.2	6296.34	8.75	200.17628	4.42408	ALFALFA	1.39	0.07	2.39	0	1	1.46	0.11	0.29	2	0	0.0	20956	11.21	0.0	0.0	12.37	12.37	0.0	0	1.63	0
rs1023	5963.0	5974.81	10.09	200.23382	1.50379	ALFALFA	2.18	0.1	2.82	0	0	0.0	0.0	0.0	0	11600	11.61	21758	11.6	11.29	11.29	11.28	11.28	3.98	0	4.04	0
rs1025	5483.8	5481.15	10.67	200.34618	0.34256	ALFALFA	5.26	0.15	2.95	0	0	0.0	0.0	0.0	0	11604	12.37	21762	12.35	11.25	11.28	11.25	11.27	0.0	0	0.0	0
rs1029	6085.7	6056.75	8.99	200.58137	2.42086	ALFALFA	2.65	0.08	2.46	0	0	0.0	0.0	0.0	0	13665	11.16	23933	11.36	10.83	10.83	11.0	11.0	5.27	0	5.52	0
rs1031	6442.4	6459.38	8.61	200.72018	4.49789	ALFALFA	1.18	0.07	2.29	0	0	0.0	0.0	0.0	0	0	0.0	24024	11.3	0.0	0.0	11.54	11.54	0.0	0	3.31	0
rs1033	6552.8	6551.71	9.31	200.88859	4.46115	AO	0.19	0.02	0.4	0	0	0.0	0.0	0.0	0	13748	11.25	24024	11.3	11.25	11.25	11.54	11.54	3.62	0	3.31	0
rs1034	6927.1	6930.91	8.71	200.91792	4.51499	ALFALFA	1.13	0.07	2.21	0	0	0.0	0.0	0.0	0	0	0.0	20957	11.2	0.0	0.0	11.54	11.54	0.0	0	3.69	0
rs1035	6638.8	6647.03	9.03	200.96406000000002	2.14397	GBT	0.52	0.06	1.05	0	0	0.0	0.0	0.0	0	13657	11.14	23923	11.08	10.93	10.93	11.42	11.42	5.3	0	5.67	0
rs1036	6352.8	6351.56	9.87	201.11763	4.77498	GBT	0.13	0.0	0.91	1	0	0.0	0.0	0.0	0	13757	11.49	24033	11.34	11.79	11.79	11.75	11.75	2.85	0	2.85	0
rs1038	6942.1	6969.8	9.47	201.14852	1.57687	ALFALFA	2.92	0.1	2.69	0	0	0.0	0.0	0.0	0	11626	11.32	21786	11.5	10.64	10.64	11.21	11.21	5.83	1	6.23	1
rs1039	6949.3	6966.67	8.77	201.15422	4.879659999999999	ALFALFA	2.23	0.08	2.25	0	0	0.0	0.0	0.0	0	0	0.0	25388	11.36	0.0	0.0	11.56	11.56	0.0	0	3.31	0
rs1040	6499.0	6573.69	8.55	201.19969	3.5314	ALFALFA	2.11	0.11	2.63	0	1	1.74	0.13	0.35	2	0	0.0	25395	11.24	0.0	0.0	11.0	11.0	0.0	0	4.59	0
rs1043	6877.9	6873.41	8.49	201.3027	2.41836	ALFALFA	1.53	0.08	2.5	0	0	0.0	0.0	0.0	0	0	0.0	23932	11.25	0.0	0.0	11.44	11.44	0.0	0	4.97	0
rs1045	6326.5	6388.6	8.85	201.42337	4.46394	ALFALFA	1.09	0.06	2.39	0	0	0.0	0.0	0.0	0	0	0.0	25165	11.17	0.0	0.0	11.71	11.71	0.0	0	0.95	0
rs1046	6498.0	6499.45	10.37	201.60011	4.4656199999999995	ALFALFA	4.47	0.11	2.36	0	1	2.45	0.08	2.45	1	11635	12.03	21795	12.0	11.59	11.59	11.69	11.69	0.0	0	0.0	0
rs1047	6920.0	6956.37	9.19	201.64021	2.17505	ALFALFA	1.99	0.08	2.55	0	0	0.0	0.0	0.0	0	11640	11.53	21800	11.72	11.12	11.12	11.34	11.34	4.13	0	4.44	0
rs1048	6513.1	6499.45	10.23	201.64032	4.45253	ALFALFA	4.47	0.11	2.36	0	1	4.46	0.11	2.4	1	11635	12.03	21795	12.0	11.59	11.59	11.69	11.69	0.0	0	0.0	0
rs1049	6624.6	6630.97	9.83	201.6614	2.3140400000000003	ALFALFA	1.15	0.07	2.83	0	0	0.0	0.0	0.0	0	11640	11.53	21800	11.72	11.12	11.12	11.34	11.34	4.13	0	4.44	0
rs1050	6998.4	6956.37	8.63	201.69204	2.2437	ALFALFA	1.24	0.09	2.79	0	0	0.0	0.0	0.0	0	0	0.0	21800	11.72	0.0	0.0	11.34	11.34	0.0	0	4.44	0
rs1052	6856.0	6856.42	9.03	201.76099	2.84777	ALFALFA	1.49	0.1	2.49	0	0	0.0	0.0	0.0	0	13684	11.13	23957	11.26	10.76	10.76	11.17	11.17	3.51	0	3.76	0
rs1054	5429.0	5427.92	8.39	201.91811	0.68801	ALFALFA	0.9	0.09	2.99	0	0	0.0	0.0	0.0	0	0	0.0	26489	11.0	0.0	0.0	0.0	0.0	0.0	0	5.09	0
rs1055	5614.6	5626.95	9.01	201.95213	3.09064	ALFALFA	0.46	0.07	2.66	0	0	0.0	0.0	0.0	0	13695	11.14	26490	11.0	10.55	10.55	0.0	0.0	8.65	0	6.22	0
rs1057	6238.5	6249.27	10.03	202.06724	2.98294	ALFALFA	4.26	0.1	2.32	0	0	0.0	0.0	0.0	0	11649	11.55	21809	11.67	10.9	10.9	10.94	10.94	2.61	0	2.79	0
rs1058	6387.6	6387.55	8.97	202.26237	4.84408	ALFALFA	0.53	0.04	2.47	0	0	0.0	0.0	0.0	0	15093	11.18	25363	11.09	11.38	11.38	11.38	11.38	3.14	0	3.32	0
rs1059	6725.4	6725.37	9.77	202.30722	0.72787	ALFALFA	1.97	0.09	2.74	0	0	0.0	0.0	0.0	0	13124	11.5	23350	11.52	12.26	12.26	11.8	11.8	1.67	0	1.75	0
rs1060	6952.2	6948.77	8.53	202.33423	4.1998	ALFALFA	0.57	0.06	2.3	0	0	0.0	0.0	0.0	0	0	0.0	26492	11.03	0.0	0.0	11.23	11.26	0.0	0	3.09	0
rs1061	6961.8	6940.03	8.47	202.40008	4.4782	ALFALFA	1.02	0.07	2.29	0	0	0.0	0.0	0.0	0	0	0.0	20498	11.16	0.0	0.0	11.44	11.44	0.0	0	3.38	0
rs1062	6354.6	6342.87	9.91	202.43745	1.18296	GBT	0.64	0.07	1.15	0	0	0.0	0.0	0.0	0	12393	11.52	22581	11.41	11.24	11.24	11.72	11.72	2.98	0	3.12	0
rs1066	6387.3	6426.8	10.85	202.49952	0.30519	ALFALFA	0.43	0.0	3.47	1	0	0.0	0.0	0.0	0	11662	12.45	21824	12.39	12.1	12.1	12.04	12.04	0.0	0	0.0	0
rs1067	6531.4	6426.8	9.27	202.50903	0.31721	ALFALFA	0.29	0.0	3.47	1	0	0.0	0.0	0.0	0	11662	12.45	0	0.0	12.1	12.1	0.0	0.0	0.0	0	0.0	0
rs1068	6385.3	6426.8	8.69	202.51616	0.29996	ALFALFA	0.58	0.08	3.47	0	0	0.0	0.0	0.0	0	0	0.0	21824	12.39	0.0	0.0	11.71	11.85	0.0	0	0.0	0
rs1070	6399.5	6405.32	8.95	202.72411	0.9380700000000001	AO	0.09	0.01	0.34	0	0	0.0	0.0	0.0	0	16248	11.11	0	0.0	11.72	11.72	0.0	0.0	2.29	0	0.0	0
rs1072	6426.0	6411.41	9.15	202.85369	1.9811299999999998	ALFALFA	0.92	0.1	2.8	0	0	0.0	0.0	0.0	0	13650	11.16	23913	11.17	11.12	11.12	11.04	11.04	2.72	0	2.9	0
rs1074	6928.9	6928.56	9.03	203.07088000000002	4.28029	ALFALFA	0.76	0.06	2.12	0	0	0.0	0.0	0.0	0	13739	11.19	24013	11.17	11.48	11.48	11.6	11.6	2.08	0	2.23	0
rs1075	6636.1	6605.47	9.97	203.10455	3.06124	ALFALFA	0.53	0.07	2.64	0	0	0.0	0.0	0.0	0	15855	11.57	26157	11.46	12.57	12.57	12.47	12.47	0.88	0	0.95	0
rs1076	6517.2	6515.2	9.71	203.12997	4.80243	ALFALFA	3.03	0.09	2.46	0	0	0.0	0.0	0.0	0	13146	11.43	23372	11.53	12.38	12.38	12.48	12.48	1.46	0	1.3	0
rs1077	6470.4	6470.36	8.99	203.13628	0.06096	AO	0.29	0.03	0.6	0	0	0.0	0.0	0.0	0	16250	11.13	0	0.0	11.64	11.9	0.0	0.0	2.4	0	0.0	0
rs1079	6529.3	6529.3	9.57	203.18605	0.76891	GBT	0.11	0.0	0.81	1	0	0.0	0.0	0.0	0	13619	11.37	23871	11.18	11.2	11.2	11.69	11.69	2.92	0	3.02	0
rs1080	6388.1	6376.67	9.43	203.23361	4.94714	ALFALFA	3.04	0.1	2.46	0	1	2.88	0.09	2.21	1	13152	11.56	23378	11.62	12.37	12.37	12.43	12.43	1.1	0	0.96	0
rs1081	6706.4	6676.87	9.05	203.24241	3.53254	AO	0.17	0.01	0.33	0	0	0.0	0.0	0.0	0	14863	11.19	0	0.0	12.97	12.97	0.0	0.0	0.63	0	0.0	0
rs1082	6354.3	6376.67	9.85	203.26754	4.98182	ALFALFA	2.24	0.14	2.37	0	1	1.59	0.08	1.54	1	13152	11.56	23378	11.62	12.37	12.37	12.43	12.43	1.1	0	0.96	0
rs1083	6489.9	6489.94	8.95	203.27416000000002	3.88352	AO	0.03	0.0	0.22	1	0	0.0	0.0	0.0	0	14893	11.14	0	0.0	11.79	11.79	0.0	0.0	1.12	0	0.0	0
rs1084	5207.0	5207.05	9.51	203.38756999999998	1.30665	ALFALFA	3.4	0.1	2.7	0	0	0.0	0.0	0.0	0	11689	11.36	21851	11.42	10.91	10.91	11.05	11.05	9.35	1	1.73	0
rs1085	6637.2	6630.69	9.31	203.44591	2.0455900000000002	ALFALFA	0.87	0.08	2.88	0	0	0.0	0.0	0.0	0	11692	11.26	21854	11.22	11.49	11.49	11.52	11.52	2.41	0	2.58	0
rs1087	6581.8	6588.07	9.23	203.45739	4.44498	ALFALFA	1.89	0.09	2.5	0	0	0.0	0.0	0.0	0	13745	11.33	24021	11.39	12.48	12.48	12.56	12.56	1.38	0	1.29	0
rs1086	6651.2	6570.46	10.45	203.45776	3.3159	ALFALFA	0.45	0.0	2.63	1	0	0.0	0.0	0.0	0	11693	13.28	21855	13.19	12.93	12.93	12.85	12.85	0.0	0	0.0	0
rs1088	6498.4	6498.4	9.47	203.45934	2.3585700000000003	AO	0.07	0.0	0.53	1	0	0.0	0.0	0.0	0	15856	11.33	26158	11.13	11.25	11.25	11.16	11.16	1.78	0	1.91	0
rs1089	5960.2	5945.17	9.41	203.47235	3.29316	GBT	0.09	0.0	0.73	1	0	0.0	0.0	0.0	0	13706	11.3	23975	11.25	10.71	10.71	10.79	10.79	9.79	1	9.71	0
rs1090	6563.2	6570.46	11.19	203.47689	3.28365	ALFALFA	0.47	0.0	2.54	1	0	0.0	0.0	0.0	0	11693	13.28	21855	13.19	12.93	12.93	12.85	12.85	0.0	0	0.0	0
rs1091	6703.6	6695.47	9.11	203.5067	1.0961100000000001	AO	0.18	0.02	0.4	0	0	0.0	0.0	0.0	0	15259	11.2	0	0.0	11.07	11.07	0.0	0.0	4.26	1	0.0	0
rs1092	6799.2	6722.17	10.43	203.51509	4.75387	ALFALFA	8.28	0.12	2.39	0	0	0.0	0.0	0.0	0	11696	12.58	21858	12.68	12.44	12.44	12.53	12.53	0.0	0	0.0	0
rs1093	6517.6	6570.46	10.15	203.51963999999998	3.3471300000000004	GBT	0.21	0.0	1.32	1	0	0.0	0.0	0.0	0	11693	13.28	21855	13.19	12.93	12.93	12.85	12.85	0.0	0	0.0	0
rs1094	6704.3	6722.17	9.23	203.52381	4.780530000000001	ALFALFA	8.26	0.12	2.39	0	1	2.1	0.06	2.1	1	11696	12.58	0	0.0	12.44	12.44	0.0	0.0	0.0	0	0.0	0
rs1097	6526.7	6722.17	10.75	203.54247	4.86859	ALFALFA	0.43	0.0	2.41	1	0	0.0	0.0	0.0	0	11696	12.58	21858	12.68	12.44	12.44	12.53	12.53	0.0	0	0.0	0
rs1100	6683.2	6722.17	9.25	203.64064	4.91884	ALFALFA	0.67	0.07	2.18	0	0	0.0	0.0	0.0	0	11696	12.58	21858	12.68	12.44	12.44	12.53	12.53	0.0	0	0.0	0
rs1102	6819.1	6805.03	10.25	203.66348	4.1304	ALFALFA	2.56	0.09	2.36	0	0	0.0	0.0	0.0	0	11700	11.8	21862	11.85	11.77	11.77	11.75	11.75	1.61	0	1.85	0
rs1103	6794.7	6805.03	8.37	203.71245	4.23692	GBT	0.92	0.09	1.68	0	0	0.0	0.0	0.0	0	0	0.0	21862	11.85	0.0	0.0	11.75	11.75	0.0	0	1.85	0
rs1104	6795.7	6722.17	9.27	203.73048	4.96518	AO	0.06	0.01	0.29	0	0	0.0	0.0	0.0	0	11696	12.58	0	0.0	12.44	12.44	0.0	0.0	0.0	0	0.0	0
rs1106	5171.9	5271.44	10.51	203.85193999999998	1.41068	ALFALFA	11.49	0.12	2.87	0	0	0.0	0.0	0.0	0	11704	11.94	21868	12.09	10.9	10.9	11.42	11.42	10.65	1	0.0	0
rs1109	6910.6	6997.71	9.93	203.9178	3.29334	AO	0.3	0.02	0.46	0	0	0.0	0.0	0.0	0	11713	12.73	23385	11.41	12.93	12.93	12.91	12.91	0.0	0	0.75	0
rs1108	6879.5	6879.53	8.69	203.91804	1.50821	GBT	0.64	0.07	1.57	0	0	0.0	0.0	0.0	0	0	0.0	26505	11.07	0.0	0.0	11.47	11.47	0.0	0	3.26	0
rs1110	6586.5	6515.06	9.23	203.9283	3.00177	GBT	0.39	0.03	0.66	0	0	0.0	0.0	0.0	0	11708	12.36	21872	12.29	13.03	13.03	12.94	12.94	0.0	0	0.0	0
rs1111	6453.5	6515.06	10.85	203.95082	2.9990799999999997	GBT	0.27	0.0	1.48	1	0	0.0	0.0	0.0	0	11708	12.36	21872	12.29	13.03	13.03	12.94	12.94	0.0	0	0.0	0
rs1112	6823.6	6766.64	10.25	203.99405	1.7301	ALFALFA	4.37	0.12	2.83	0	0	0.0	0.0	0.0	0	11709	11.73	21873	11.84	11.25	11.25	11.49	11.49	3.22	0	3.4	0
rs1113	6775.2	6853.57	8.67	203.99943000000002	3.6388199999999995	ALFALFA	2.65	0.07	2.46	0	0	0.0	0.0	0.0	0	0	0.0	21875	11.58	0.0	0.0	12.79	12.79	0.0	0	0.98	0
rs1114	6912.8	6853.57	9.59	204.03294	3.5094199999999995	ALFALFA	0.96	0.1	3.37	0	0	0.0	0.0	0.0	0	11711	11.38	21875	11.58	12.64	12.64	12.79	12.79	0.63	0	0.98	0
rs1115	7099.1	6997.71	9.17	204.04268000000002	3.31216	AO	0.04	0.0	0.36	1	0	0.0	0.0	0.0	0	11713	12.73	0	0.0	12.93	12.93	0.0	0.0	0.0	0	0.0	0
rs1116	6814.3	6775.95	10.99	204.08815	3.33095	ALFALFA	0.46	0.0	2.5	1	0	0.0	0.0	0.0	0	11713	12.73	21877	12.6	12.93	12.93	12.82	12.82	0.0	0	0.0	0
rs1117	6795.3	6786.04	8.99	204.15623	1.25968	ALFALFA	0.7	0.09	3.05	0	0	0.0	0.0	0.0	0	13160	11.13	23386	11.12	11.39	11.39	11.68	11.68	3.2	0	2.37	0
rs1118	6621.9	6649.9	9.81	204.1559	4.18867	ALFALFA	1.19	0.09	2.46	0	0	0.0	0.0	0.0	0	13735	11.52	24009	11.47	12.22	12.22	12.15	12.15	1.11	0	1.57	0
rs1120	6733.5	6775.95	9.91	204.20068999999998	3.28041	AO	0.73	0.04	0.62	0	0	0.0	0.0	0.0	0	11713	12.73	21877	12.6	12.93	12.93	12.82	12.82	0.0	0	0.0	0
rs1121	7011.5	6973.72	9.87	204.20838999999998	3.52535	ALFALFA	0.91	0.07	2.71	0	1	1.24	0.09	1.13	1	11720	11.77	21884	11.74	13.0	13.0	13.06	13.06	0.79	0	0.73	0
rs1122	6940.4	6973.72	10.09	204.23881	3.49326	ALFALFA	0.95	0.1	3.35	0	1	1.57	0.14	1.15	1	11720	11.77	21884	11.74	13.0	13.0	13.06	13.06	0.79	0	0.73	0
rs1123	6434.5	6434.52	10.11	204.24398	0.22575	ALFALFA	1.89	0.14	2.99	0	0	0.0	0.0	0.0	0	11721	11.61	21885	11.59	11.6	11.6	11.66	11.66	3.16	0	2.34	0
rs1124	6839.2	6838.95	8.49	204.2613	4.93006	ALFALFA	0.65	0.05	2.23	0	0	0.0	0.0	0.0	0	0	0.0	26508	11.05	0.0	0.0	12.18	12.43	0.0	0	1.68	0
rs1126	5338.4	5333.83	8.89	204.31333999999998	2.42979	ALFALFA	1.21	0.1	2.83	0	0	0.0	0.0	0.0	0	0	0.0	23934	11.12	0.0	0.0	11.34	11.34	0.0	0	4.16	0
rs1127	6631.5	6709.5	10.03	204.3279	3.9386400000000004	GBT	0.15	0.0	0.97	1	0	0.0	0.0	0.0	0	11727	12.14	21891	12.04	12.34	12.34	12.31	12.31	0.0	0	0.0	0
rs1129	6769.4	6709.5	10.67	204.34685	3.89751	ALFALFA	0.48	0.0	2.49	1	0	0.0	0.0	0.0	0	11727	12.14	21891	12.04	12.34	12.34	12.31	12.31	0.0	0	0.0	0
rs1131	6875.3	6871.7	10.55	204.37223999999998	4.10469	ALFALFA	1.24	0.06	2.15	0	0	0.0	0.0	0.0	0	11730	12.07	21894	11.98	12.35	12.35	12.33	12.33	0.0	0	0.95	0
rs1132	6409.3	6409.3	8.21	204.37518	1.08315	ALFALFA	0.82	0.1	3.34	0	0	0.0	0.0	0.0	0	0	0.0	26512	11.05	0.0	0.0	11.65	11.65	0.0	0	1.58	0
rs1134	6820.9	6809.76	9.95	204.42543999999998	3.4725599999999996	ALFALFA	0.67	0.09	3.46	0	0	0.0	0.0	0.0	0	11731	11.54	21895	11.44	12.65	12.65	12.51	12.51	1.19	0	1.07	0
rs1136	6511.6	6505.32	8.17	204.52007	4.14141	ALFALFA	1.68	0.07	2.22	0	0	0.0	0.0	0.0	0	0	0.0	20192	11.24	0.0	0.0	12.36	12.36	0.0	0	1.06	0
rs1137	6628.6	6625.94	9.49	204.52685	0.02044	ALFALFA	1.01	0.14	3.29	0	0	0.0	0.0	0.0	0	13162	11.28	23388	11.26	11.83	11.83	11.89	11.89	3.17	0	2.35	0
rs1139	6875.7	6951.53	11.19	204.56593999999998	4.54251	S05-AO	0.72	0.04	0.62	0	0	0.0	0.0	0.0	0	11737	12.79	21901	12.72	12.61	12.61	12.54	12.54	0.0	0	0.0	0
rs1141	4851.9	4851.9	8.43	204.60268	1.04491	ALFALFA	1.13	0.11	3.05	0	0	0.0	0.0	0.0	0	0	0.0	26515	11.01	0.0	0.0	11.27	11.31	0.0	0	2.83	0
rs1142	6660.8	6695.77	9.29	204.61865	0.51017	ALFALFA	5.2	0.13	2.94	0	1	3.22	0.1	3.19	1	11741	11.93	21905	12.02	12.3	12.3	12.61	12.61	1.56	0	0.0	0
rs1143	5316.8	5330.39	8.95	204.62096	2.52847	ALFALFA	2.38	0.08	2.46	0	0	0.0	0.0	0.0	0	13165	11.17	23391	11.27	11.17	11.17	10.89	10.89	14.4	1	5.05	0
rs1144	6667.0	6695.77	10.51	204.63414	0.5403	ALFALFA	5.2	0.13	2.94	0	1	5.2	0.13	3.77	1	11741	11.93	21905	12.02	12.3	12.3	12.61	12.61	1.56	0	0.0	0
rs1145	6788.1	6695.77	9.01	204.66555	0.54591	ALFALFA	3.29	0.11	3.23	0	1	2.21	0.28	0.5	3	11741	11.93	21905	12.02	12.3	12.3	12.61	12.61	1.56	0	0.0	0
rs1146	7017.7	6951.53	10.01	204.68354	4.459230000000001	ALFALFA	1.15	0.09	2.53	0	1	1.1	0.14	0.22	2	11737	12.79	21901	12.72	12.61	12.61	12.54	12.54	0.0	0	0.0	0
rs1147	6518.5	6528.1	8.47	204.72576999999998	4.130669999999999	ALFALFA	0.64	0.08	2.27	0	0	0.0	0.0	0.0	0	0	0.0	26516	11.02	0.0	0.0	12.66	12.66	0.0	0	1.09	0
rs1148	6859.9	6864.99	9.27	204.73387	4.22909	AO	0.02	0.0	0.16	1	0	0.0	0.0	0.0	0	13736	11.2	21901	12.72	12.79	12.79	12.54	12.54	0.83	0	0.0	0
rs1149	6934.7	6942.69	8.47	204.73575	2.15082	GBT	2.13	0.09	2.16	0	1	1.86	0.08	1.58	1	0	0.0	23393	11.5	0.0	0.0	11.71	11.71	0.0	0	1.63	0
rs1150	6967.8	6942.69	9.99	204.76905	2.1638	ALFALFA	5.97	0.12	2.64	0	1	5.97	0.12	2.06	1	13167	11.52	23393	11.5	11.69	11.69	11.71	11.71	1.61	0	1.63	0
rs1151	6746.1	6752.28	8.89	204.79607	4.979769999999999	ALFALFA	1.65	0.08	2.38	0	0	0.0	0.0	0.0	0	0	0.0	24042	11.29	0.0	0.0	12.35	12.35	0.0	0	0.92	0
rs1152	6752.7	6813.23	10.35	204.80505	4.62335	ALFALFA	2.25	0.06	2.4	0	0	0.0	0.0	0.0	0	11744	11.91	21908	11.91	12.93	12.93	12.7	12.7	0.64	0	0.65	0
rs1154	6847.5	6813.23	9.51	204.86393999999999	4.510680000000001	ALFALFA	3.63	0.1	2.32	0	1	3.64	0.1	2.01	1	11744	11.91	21908	11.91	12.93	12.93	12.7	12.7	0.64	0	0.65	0
rs1156	6825.5	6813.23	8.95	204.8738	4.5114	ALFALFA	3.63	0.1	2.32	0	1	2.13	0.07	2.13	1	11744	11.91	0	0.0	12.93	12.93	0.0	0.0	0.64	0	0.0	0
rs1158	6728.3	6644.46	10.51	204.9703	0.84005	ALFALFA	12.33	0.16	2.94	0	1	11.71	0.16	9.4	1	11749	12.52	21913	12.91	11.78	11.78	12.34	12.34	0.0	0	0.0	0
rs1159	6858.3	6858.33	9.19	204.97715	2.12204	ALFALFA	0.93	0.07	2.7	0	0	0.0	0.0	0.0	0	13655	11.21	23921	11.21	11.57	11.57	11.78	11.78	1.33	0	1.35	0
rs1160	6688.3	6644.46	10.83	204.98994	0.83083	ALFALFA	12.33	0.16	2.94	0	1	11.35	0.15	10.09	1	11749	12.52	21913	12.91	11.78	11.79	12.11	12.12	0.0	0	0.0	0
rs1162	6851.0	6919.98	10.91	205.05215	2.4802	ALFALFA	0.55	0.0	2.63	1	0	0.0	0.0	0.0	0	11753	12.41	21917	12.38	11.94	11.94	12.26	12.26	0.0	0	0.0	0
rs1163	6972.9	6919.98	8.91	205.07039	2.44415	GBT	7.21	0.18	2.32	0	1	0.46	0.3	0.46	3	11753	12.41	21917	12.38	11.94	11.94	12.26	12.26	0.0	0	0.0	0
rs1166	6761.4	6761.4	8.43	205.08924	1.54246	ALFALFA	1.11	0.09	2.95	0	0	0.0	0.0	0.0	0	0	0.0	20138	11.16	0.0	0.0	11.26	11.26	0.0	0	1.82	0
rs1168	6820.3	6787.3	10.63	205.11323000000002	4.77387	ALFALFA	1.76	0.07	2.32	0	1	2.29	0.1	1.56	1	11755	12.26	21919	12.2	13.11	13.11	13.17	13.17	0.0	0	0.0	0
rs1169	6723.3	6706.8	9.43	205.11818	3.75865	ALFALFA	1.3	0.09	2.44	0	0	0.0	0.0	0.0	0	13724	11.38	23992	11.36	11.76	11.76	11.88	11.88	2.48	0	2.56	0
rs1170	6801.3	6787.3	9.05	205.12933	4.75477	ALFALFA	1.76	0.07	2.32	0	1	1.48	0.06	1.48	1	11755	12.26	21919	12.2	13.11	13.11	13.17	13.17	0.0	0	0.0	0
rs1171	6644.8	6787.3	8.95	205.13	4.61914	ALFALFA	0.28	0.0	2.49	1	0	0.0	0.0	0.0	0	11755	12.26	0	0.0	13.11	13.11	0.0	0.0	0.0	0	0.0	0
rs1174	6783.6	6787.3	9.99	205.14813999999998	4.81682	ALFALFA	1.73	0.09	2.31	0	1	1.31	0.07	1.31	1	11755	12.26	21919	12.2	13.11	13.11	13.17	13.17	0.0	0	0.0	0
rs1177	7078.5	7044.85	8.61	205.23967	0.92615	ALFALFA	1.24	0.11	2.89	0	0	0.0	0.0	0.0	0	0	0.0	20419	11.22	0.0	0.0	12.3	12.3	0.0	0	0.73	0
rs1178	6899.0	6891.11	9.37	205.24583	3.0697099999999997	ALFALFA	1.52	0.1	2.58	0	0	0.0	0.0	0.0	0	14858	11.3	25137	11.35	11.7	11.7	11.88	11.88	2.42	0	2.46	0
rs1179	7051.8	6933.45	9.09	205.33338	4.95639	ALFALFA	0.47	0.05	2.14	0	0	0.0	0.0	0.0	0	11754	13.2	21918	13.24	13.0	13.0	12.99	12.99	0.0	0	0.0	0
